ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20121002,WA,99.99,0.01,0.00,0.00,0.00,0.00,2012-10-02,2012-10-08,1
20120925,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-09-25,2012-10-01,1
20120918,WA,100.00,0.00,0.00,0.00,0.00,0.00,2012-09-18,2012-09-24,1
20120911,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-09-11,2012-09-17,1
20120904,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-09-04,2012-09-10,1
20120828,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-28,2012-09-03,1
20120821,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-21,2012-08-27,1
20120814,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-14,2012-08-20,1
20120807,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-08-07,2012-08-13,1
20120731,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-07-31,2012-08-06,1
20120724,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-07-24,2012-07-30,1
20120717,WA,95.83,4.17,0.00,0.00,0.00,0.00,2012-07-17,2012-07-23,1
20120710,WA,85.32,14.68,4.07,0.00,0.00,0.00,2012-07-10,2012-07-16,1
20120703,WA,85.32,14.68,4.07,0.00,0.00,0.00,2012-07-03,2012-07-09,1
20120626,WA,85.32,14.68,3.55,0.00,0.00,0.00,2012-06-26,2012-07-02,1
20120619,WA,85.32,14.68,3.55,0.00,0.00,0.00,2012-06-19,2012-06-25,1
20120612,WA,85.32,14.68,3.55,0.00,0.00,0.00,2012-06-12,2012-06-18,1
20120605,WA,79.15,20.85,3.55,0.00,0.00,0.00,2012-06-05,2012-06-11,1
20120529,WA,78.87,21.13,3.55,0.00,0.00,0.00,2012-05-29,2012-06-04,1
20120522,WA,78.87,21.13,3.55,0.00,0.00,0.00,2012-05-22,2012-05-28,1
20120515,WA,78.87,21.13,3.78,0.00,0.00,0.00,2012-05-15,2012-05-21,1
20120508,WA,78.87,21.13,3.78,0.00,0.00,0.00,2012-05-08,2012-05-14,1
20120501,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-05-01,2012-05-07,1
20120424,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-24,2012-04-30,1
20120417,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-17,2012-04-23,1
20120410,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-10,2012-04-16,1
20120403,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-04-03,2012-04-09,1
20120327,WA,74.77,25.23,8.54,0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,WA,72.36,27.64,9.29,0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-28,2012-03-05,1
20120221,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-21,2012-02-27,1
20120214,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,WA,55.45,44.55,18.32,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,WA,53.50,46.50,20.48,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,WA,53.48,46.52,20.48,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,WA,53.17,46.83,20.89,0.00,0.00,0.00,2012-01-17,2012-01-23,1
20120110,WA,53.17,46.83,20.89,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,WA,53.17,46.83,0.00,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,WA,53.31,46.69,0.00,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,WA,79.79,20.21,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,WA,79.79,20.21,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,WA,79.79,20.21,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,WA,85.30,14.70,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,WA,85.24,14.76,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,WA,85.24,14.76,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,WA,89.19,10.81,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,WA,87.75,12.25,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,WA,87.75,12.25,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,WA,87.75,12.25,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,1
20110215,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,1
20110208,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,1
20110201,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,1
20110125,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,WA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101109,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101102,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101026,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100914,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100907,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100831,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,WA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,WA,97.58,2.42,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,WA,97.58,2.42,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,WA,51.35,48.65,2.33,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,WA,51.35,48.65,4.65,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,WA,51.35,48.65,6.21,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,WA,51.20,48.80,6.21,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,WA,43.47,56.53,6.21,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,WA,43.47,56.53,6.21,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,WA,41.99,58.01,6.21,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,WA,42.68,57.32,6.08,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,WA,41.41,58.59,6.08,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,WA,41.41,58.59,6.08,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,WA,16.82,83.18,6.08,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,WA,16.82,83.18,7.47,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,WA,13.54,86.46,7.47,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,WA,23.38,76.62,16.43,3.95,0.00,0.00,2010-03-02,2010-03-08,1
20100223,WA,23.38,76.62,17.02,5.47,0.00,0.00,2010-02-23,2010-03-01,1
20100216,WA,23.38,76.62,16.00,5.47,0.00,0.00,2010-02-16,2010-02-22,1
20100209,WA,45.95,54.05,16.00,5.47,0.00,0.00,2010-02-09,2010-02-15,1
20100202,WA,47.91,52.09,16.00,5.47,0.00,0.00,2010-02-02,2010-02-08,1
20100126,WA,48.01,51.99,16.00,6.42,0.00,0.00,2010-01-26,2010-02-01,1
20100119,WA,48.01,51.99,16.00,6.42,0.00,0.00,2010-01-19,2010-01-25,1
20100112,WA,43.49,56.51,17.55,7.82,0.00,0.00,2010-01-12,2010-01-18,1
20100105,WA,43.49,56.51,17.55,7.82,0.00,0.00,2010-01-05,2010-01-11,1
20091229,WA,43.49,56.51,17.55,7.82,0.00,0.00,2009-12-29,2010-01-04,1
20091222,WA,43.49,56.51,17.55,7.82,0.00,0.00,2009-12-22,2009-12-28,1
20091215,WA,43.49,56.51,17.55,7.82,0.00,0.00,2009-12-15,2009-12-21,1
20091208,WA,43.49,56.51,17.55,7.82,0.00,0.00,2009-12-08,2009-12-14,1
20091201,WA,43.66,56.34,17.55,7.82,0.00,0.00,2009-12-01,2009-12-07,1
20091124,WA,43.66,56.34,17.55,7.82,0.00,0.00,2009-11-24,2009-11-30,1
20091117,WA,40.30,59.70,17.99,7.82,0.00,0.00,2009-11-17,2009-11-23,1
20091110,WA,38.41,61.59,17.99,7.82,0.00,0.00,2009-11-10,2009-11-16,1
20091103,WA,31.25,68.75,17.99,7.82,0.00,0.00,2009-11-03,2009-11-09,1
20091027,WA,14.32,85.68,17.99,7.82,0.00,0.00,2009-10-27,2009-11-02,1
20091020,WA,2.27,97.73,17.99,7.82,0.00,0.00,2009-10-20,2009-10-26,1
20091013,WA,0.00,100.00,30.54,9.68,0.00,0.00,2009-10-13,2009-10-19,1
20091006,WA,0.00,100.00,30.54,9.68,0.00,0.00,2009-10-06,2009-10-12,1
20090929,WA,0.00,100.00,30.54,9.68,0.00,0.00,2009-09-29,2009-10-05,1
20090922,WA,13.80,86.20,30.54,9.68,0.00,0.00,2009-09-22,2009-09-28,1
20090915,WA,13.80,86.20,30.54,9.68,0.00,0.00,2009-09-15,2009-09-21,1
20090908,WA,13.80,86.20,30.54,9.68,0.00,0.00,2009-09-08,2009-09-14,1
20090901,WA,13.80,86.20,33.37,15.51,0.00,0.00,2009-09-01,2009-09-07,1
20090825,WA,25.14,74.86,33.09,15.51,0.00,0.00,2009-08-25,2009-08-31,1
20090818,WA,28.73,71.27,28.53,9.68,0.00,0.00,2009-08-18,2009-08-24,1
20090811,WA,26.90,73.10,28.53,6.61,0.00,0.00,2009-08-11,2009-08-17,1
20090804,WA,27.20,72.80,28.53,6.61,0.00,0.00,2009-08-04,2009-08-10,1
20090728,WA,30.22,69.78,16.33,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090721,WA,32.08,67.92,16.33,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090714,WA,32.19,67.81,16.33,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090707,WA,32.19,67.81,16.33,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090630,WA,50.20,49.80,12.05,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090623,WA,50.20,49.80,12.05,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090616,WA,50.20,49.80,12.05,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090609,WA,50.20,49.80,10.92,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090602,WA,50.20,49.80,10.92,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090526,WA,50.08,49.92,10.92,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,WA,50.08,49.92,10.92,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090512,WA,50.06,49.94,10.92,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090505,WA,49.37,50.63,10.92,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090428,WA,49.37,50.63,10.92,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090421,WA,49.37,50.63,10.92,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090414,WA,49.37,50.63,10.92,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090407,WA,49.37,50.63,10.92,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090331,WA,44.36,55.64,11.90,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090324,WA,44.36,55.64,11.90,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090317,WA,44.36,55.64,11.90,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090310,WA,44.36,55.64,11.90,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090303,WA,50.92,49.08,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090224,WA,56.33,43.67,0.00,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090217,WA,59.85,40.15,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090210,WA,69.52,30.48,0.00,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090203,WA,69.52,30.48,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090127,WA,69.81,30.19,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090120,WA,69.72,30.28,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090113,WA,55.01,44.99,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090106,WA,55.01,44.99,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20081230,WA,57.14,42.86,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081223,WA,57.14,42.86,0.00,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081216,WA,51.69,48.31,0.00,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081209,WA,60.05,39.95,0.00,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081202,WA,60.05,39.95,0.00,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081125,WA,63.68,36.32,0.00,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081118,WA,63.68,36.32,0.00,0.00,0.00,0.00,2008-11-18,2008-11-24,1
20081111,WA,61.49,38.51,0.00,0.00,0.00,0.00,2008-11-11,2008-11-17,1
20081104,WA,49.19,50.81,8.46,0.00,0.00,0.00,2008-11-04,2008-11-10,1
20081028,WA,49.19,50.81,8.46,0.00,0.00,0.00,2008-10-28,2008-11-03,1
20081021,WA,57.57,42.43,8.59,0.00,0.00,0.00,2008-10-21,2008-10-27,1
20081014,WA,66.48,33.52,5.07,0.00,0.00,0.00,2008-10-14,2008-10-20,1
20081007,WA,66.41,33.59,5.07,0.00,0.00,0.00,2008-10-07,2008-10-13,1
20080930,WA,66.41,33.59,5.07,0.00,0.00,0.00,2008-09-30,2008-10-06,1
20080923,WA,66.41,33.59,5.07,0.00,0.00,0.00,2008-09-23,2008-09-29,1
20080916,WA,66.41,33.59,5.07,0.00,0.00,0.00,2008-09-16,2008-09-22,1
20080909,WA,66.55,33.45,5.07,0.00,0.00,0.00,2008-09-09,2008-09-15,1
20080902,WA,66.55,33.45,5.07,0.00,0.00,0.00,2008-09-02,2008-09-08,1
20080826,WA,66.66,33.34,5.08,0.00,0.00,0.00,2008-08-26,2008-09-01,1
20080819,WA,66.66,33.34,5.08,0.00,0.00,0.00,2008-08-19,2008-08-25,1
20080812,WA,66.93,33.07,5.08,0.00,0.00,0.00,2008-08-12,2008-08-18,1
20080805,WA,66.60,33.40,5.08,0.00,0.00,0.00,2008-08-05,2008-08-11,1
20080729,WA,71.48,28.52,5.08,0.00,0.00,0.00,2008-07-29,2008-08-04,1
20080722,WA,71.48,28.52,5.08,0.00,0.00,0.00,2008-07-22,2008-07-28,1
20080715,WA,71.48,28.52,5.08,0.00,0.00,0.00,2008-07-15,2008-07-21,1
20080708,WA,73.46,26.54,0.00,0.00,0.00,0.00,2008-07-08,2008-07-14,1
20080701,WA,73.46,26.54,0.00,0.00,0.00,0.00,2008-07-01,2008-07-07,1
20080624,WA,73.46,26.54,0.00,0.00,0.00,0.00,2008-06-24,2008-06-30,1
20080617,WA,73.46,26.54,0.00,0.00,0.00,0.00,2008-06-17,2008-06-23,1
20080610,WA,73.48,26.52,0.00,0.00,0.00,0.00,2008-06-10,2008-06-16,1
20080603,WA,73.61,26.39,0.00,0.00,0.00,0.00,2008-06-03,2008-06-09,1
20080527,WA,99.38,0.62,0.00,0.00,0.00,0.00,2008-05-27,2008-06-02,1
20080520,WA,95.30,4.70,0.00,0.00,0.00,0.00,2008-05-20,2008-05-26,1
20080513,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-13,2008-05-19,1
20080506,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-06,2008-05-12,1
20080429,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-29,2008-05-05,1
20080422,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-22,2008-04-28,1
20080415,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-15,2008-04-21,1
20080408,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-08,2008-04-14,1
20080401,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-01,2008-04-07,1
20080325,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-25,2008-03-31,1
20080318,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-18,2008-03-24,1
20080311,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-11,2008-03-17,1
20080304,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-04,2008-03-10,1
20080226,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-26,2008-03-03,1
20080219,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-19,2008-02-25,1
20080212,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-12,2008-02-18,1
20080205,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-05,2008-02-11,1
20080129,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-29,2008-02-04,1
20080122,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-22,2008-01-28,1
20080115,WA,98.60,1.40,0.00,0.00,0.00,0.00,2008-01-15,2008-01-21,1
20080108,WA,95.33,4.67,0.55,0.00,0.00,0.00,2008-01-08,2008-01-14,1
20080101,WA,95.42,4.58,0.51,0.00,0.00,0.00,2008-01-01,2008-01-07,1
20071225,WA,95.42,4.58,0.51,0.00,0.00,0.00,2007-12-25,2007-12-31,1
20071218,WA,95.42,4.58,0.51,0.00,0.00,0.00,2007-12-18,2007-12-24,1
20071211,WA,95.42,4.58,0.53,0.00,0.00,0.00,2007-12-11,2007-12-17,1
20071204,WA,95.42,4.58,0.53,0.00,0.00,0.00,2007-12-04,2007-12-10,1
20071127,WA,59.24,40.76,2.78,0.78,0.00,0.00,2007-11-27,2007-12-03,1
20071120,WA,59.24,40.76,2.78,0.78,0.00,0.00,2007-11-20,2007-11-26,1
20071113,WA,59.24,40.76,7.04,1.97,0.00,0.00,2007-11-13,2007-11-19,1
20071106,WA,59.24,40.76,7.04,2.23,0.00,0.00,2007-11-06,2007-11-12,1
20071030,WA,59.24,40.76,7.04,2.23,0.00,0.00,2007-10-30,2007-11-05,1
20071023,WA,59.24,40.76,7.04,2.23,0.00,0.00,2007-10-23,2007-10-29,1
20071016,WA,36.23,63.77,7.33,2.23,0.35,0.00,2007-10-16,2007-10-22,1
20071009,WA,36.23,63.77,7.33,2.23,0.35,0.00,2007-10-09,2007-10-15,1
20071002,WA,28.22,71.78,11.19,4.76,0.35,0.00,2007-10-02,2007-10-08,1
20070925,WA,28.22,71.78,11.19,4.76,0.35,0.00,2007-09-25,2007-10-01,1
20070918,WA,34.90,65.10,11.19,4.76,0.35,0.00,2007-09-18,2007-09-24,1
20070911,WA,48.53,51.47,10.83,4.55,0.13,0.00,2007-09-11,2007-09-17,1
20070904,WA,48.53,51.47,10.83,4.55,0.13,0.00,2007-09-04,2007-09-10,1
20070828,WA,48.53,51.47,10.83,4.55,0.13,0.00,2007-08-28,2007-09-03,1
20070821,WA,49.81,50.19,10.88,4.55,0.13,0.00,2007-08-21,2007-08-27,1
20070814,WA,51.29,48.71,9.17,3.92,0.00,0.00,2007-08-14,2007-08-20,1
20070807,WA,51.29,48.71,9.17,3.92,0.00,0.00,2007-08-07,2007-08-13,1
20070731,WA,51.29,48.71,9.17,0.32,0.00,0.00,2007-07-31,2007-08-06,1
20070724,WA,51.29,48.71,1.35,0.00,0.00,0.00,2007-07-24,2007-07-30,1
20070717,WA,44.98,55.02,1.35,0.00,0.00,0.00,2007-07-17,2007-07-23,1
20070710,WA,47.50,52.50,1.35,0.00,0.00,0.00,2007-07-10,2007-07-16,1
20070703,WA,92.70,7.30,0.00,0.00,0.00,0.00,2007-07-03,2007-07-09,1
20070626,WA,97.00,3.00,0.00,0.00,0.00,0.00,2007-06-26,2007-07-02,1
20070619,WA,97.00,3.00,0.00,0.00,0.00,0.00,2007-06-19,2007-06-25,1
20070612,WA,97.00,3.00,0.00,0.00,0.00,0.00,2007-06-12,2007-06-18,1
20070605,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-06-05,2007-06-11,1
20070529,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-29,2007-06-04,1
20070522,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-22,2007-05-28,1
20070515,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-15,2007-05-21,1
20070508,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-08,2007-05-14,1
20070501,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-01,2007-05-07,1
20070424,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-04-24,2007-04-30,1
20070417,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-04-17,2007-04-23,1
20070410,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-10,2007-04-16,1
20070403,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-03,2007-04-09,1
20070327,WA,99.99,0.01,0.00,0.00,0.00,0.00,2007-03-27,2007-04-02,1
20070320,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-20,2007-03-26,1
20070313,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-13,2007-03-19,1
20070306,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-06,2007-03-12,1
20070227,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-27,2007-03-05,1
20070220,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-20,2007-02-26,1
20070213,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-13,2007-02-19,1
20070206,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-06,2007-02-12,1
